Estado,No cultivo,Cultivo,Tipo / Variedad,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Unidad de medida,Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción  (miles de Pesos)
NUEVO LEON,33,LIMÓN,Limón persa,35,0,0,Tonelada,0,0,0,0
NUEVO LEON,34,MAÍZ FORRAJERO EN VERDE,Maíz forrajero en verde s/clasificar,1245,1245,0,Tonelada,12201,9.8,629.77,7683.82
NUEVO LEON,35,MAÍZ GRANO,Maíz grano amarillo,1325,1325,0,Tonelada,5415,4.09,3666.9,19856.25
NUEVO LEON,36,MAÍZ GRANO,Maíz grano blanco,60927.87,55588.87,5339,Tonelada,58228.81,1.05,3611.89,210316.25
NUEVO LEON,37,MANDARINA,Mandarina dancy,3630,3630,0,Tonelada,47378.9,13.05,2948.64,139703.09
NUEVO LEON,38,MANZANA,Manzana criolla,190,90,0,Tonelada,162,1.8,4603.71,745.8
NUEVO LEON,39,MANZANA,Manzana golden delicious,937,937,0,Tonelada,3270.55,3.49,6234.3,20389.59
NUEVO LEON,40,MANZANA,Manzana red delicious,300,300,0,Tonelada,534,1.78,6032.64,3221.43
NUEVO LEON,41,MELÓN,Melón cantaloupe,24,24,0,Tonelada,666,27.75,4899.4,3263
NUEVO LEON,42,NARANJA,Naranja hamlin,9272.73,9232.73,0,Tonelada,109519.49,11.86,2073.85,227127.48
NUEVO LEON,43,NARANJA,Naranja valencia,16132.14,16014.14,0,Tonelada,225589.82,14.09,3046.72,687308.08
NUEVO LEON,44,NOPALITOS,Nopalitos orgánico,4.2,4.2,0,Tonelada,176.4,42,5080.13,896.13
NUEVO LEON,45,NUEZ,Nuez de castilla s/clasificar,8.9,8.9,0,Tonelada,6.23,0.7,66350,413.36
NUEVO LEON,46,NUEZ,Nuez encarcelada (pecanera),4071.46,4064.96,0,Tonelada,4527.5,1.11,68355.08,309477.61
NUEVO LEON,47,PAPA,Papa alpha (blanca),2619,2619,0,Tonelada,91765.1,35.04,11202.27,1027977.45
NUEVO LEON,48,PASTOS Y PRADERAS,Pastos y praderas bermuda,2672.85,2672.85,0,Tonelada,75099.71,28.1,382.01,28688.48
NUEVO LEON,49,PASTOS Y PRADERAS,Pastos y praderas buffel,182076.5,179045.5,0,Tonelada,2351618.21,13.13,417.76,982418.19
NUEVO LEON,50,PASTOS Y PRADERAS,Pastos y praderas buffel orgánico,1330,1330,0,Tonelada,13286,9.99,416.47,5533.26
NUEVO LEON,51,PASTOS Y PRADERAS,Pastos y praderas maralfalfa,80,80,0,Tonelada,6176,77.2,365,2254.24
NUEVO LEON,52,PASTOS Y PRADERAS,Pastos y praderas rye grass,80,80,0,Tonelada,1912,23.9,368,703.62
NUEVO LEON,53,PEPINO,Pepino americano chino,8,8,0,Tonelada,176,22,7400,1302.4
NUEVO LEON,54,SANDÍA,Sandía charleston (gray),34,34,0,Tonelada,782,23,2000,1564
NUEVO LEON,55,SORGO ESCOBERO,Sorgo escobero s/clasificar,288,288,0,Tonelada,330.55,1.15,6641.3,2195.28
NUEVO LEON,56,SORGO FORRAJERO EN VERDE,Sorgo forrajero en verde s/clasificar,4443.62,4443.62,0,Tonelada,60649.2,13.65,354.93,21526.44
NUEVO LEON,57,SORGO GRANO,Sorgo grano s/clasificar,11013.1,10863.1,150,Tonelada,23376.17,2.15,3254.4,76075.42
NUEVO LEON,58,SOYA,Soya s/clasificar,1600.46,1330.46,270,Tonelada,1625.01,1.22,6680.63,10856.09
NUEVO LEON,59,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette,112,112,0,Tonelada,2475.2,22.1,7238.12,17915.8
NUEVO LEON,60,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero,110.6,110.6,0,Tonelada,26576,240.29,8790.61,233619.17
NUEVO LEON,61,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette malla sombra,30.3,30.3,0,Tonelada,5493,181.29,7245.02,39796.92
NUEVO LEON,62,TOMATE VERDE,Tomate verde s/clasificar,474,474,0,Tonelada,12054,25.43,7068.03,85198.04
NUEVO LEON,63,TORONJA (POMELO),Toronja (pomelo) doble roja,1852.5,1850.5,0,Tonelada,34902.4,18.86,2484.79,86725.08
NUEVO LEON,64,TRIGO GRANO,Trigo grano cristalino,3804,3754,50,Tonelada,6904.8,1.84,3336.36,23036.87
NUEVO LEON,65,TRIGO GRANO,Trigo grano fuerte,12215,12175,40,Tonelada,26111.6,2.14,3535.23,92310.48
NUEVO LEON,66,TRIGO GRANO,Trigo grano medio fuerte,1107,1107,0,Tonelada,3756.6,3.39,3702.9,13910.3
NUEVO LEON,67,TRIGO GRANO,Trigo grano suave,8608.5,8608.5,0,Tonelada,16306.15,1.89,3529.1,57546.03
NUEVO LEON,68,UVA,Uva industrial,6,6,0,Tonelada,10.8,1.8,14314.81,154.6
NUEVO LEON,69,VIVEROS DE NUEZ,Viveros de nuez (planta) s/clasificar,10,10,0,Planta,103000,10300,87,8961
NUEVO LEON,70,ZANAHORIA,Zanahoria emperador,80,80,0,Tonelada,3200,40,3500,11200
OAXACA,1,AGAVE,Agave mezcalero,8077.73,1390.72,0,Tonelada,86031.39,61.86,2643.99,227466.1
OAXACA,2,AGUACATE,Aguacate criollo,669.25,665.25,0,Tonelada,2566.23,3.86,9625.38,24700.93
OAXACA,3,AGUACATE,Aguacate fuerte,44,44,0,Tonelada,527.5,11.99,13433.17,7086
OAXACA,4,AGUACATE,Aguacate hass,2265.92,1191.85,0,Tonelada,6003.55,5.04,15376.61,92314.24
OAXACA,5,AJO,Ajo blanco,187.5,187.5,0,Tonelada,1204.84,6.43,19510.71,23507.29
OAXACA,6,AJONJOLÍ,Ajonjolí s/clasificar,7936,7861,75,Tonelada,6073.76,0.77,16895.82,102621.18
OAXACA,7,ALFALFA VERDE,Alfalfa verde s/clasificar,3139.87,3139.87,0,Tonelada,227221.78,72.37,424.86,96537.73
OAXACA,8,ALPISTE,Alpiste s/clasificar,0.5,0.5,0,Tonelada,0.41,0.82,11397.56,4.67
OAXACA,9,AMARANTO,Amaranto s/clasificar,77.05,77.05,0,Tonelada,107.91,1.4,13241.99,1428.94
OAXACA,10,ARVEJÓN,Arvejón s/clasificar,59,59,0,Tonelada,55,0.93,8602.49,473.14
OAXACA,11,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,278.4,278.4,0,Tonelada,5161.48,18.54,514.26,2654.36
OAXACA,12,CACAHUATE,Cacahuate s/clasificar,3045.5,3045.5,0,Tonelada,5372.18,1.76,11401.72,61252.1
OAXACA,13,CAFÉ CEREZA,Café cereza orgánico,6656.5,4947,300,Tonelada,3047.44,0.62,5832.66,17774.67
OAXACA,14,CAFÉ CEREZA,Café cereza s/clasificar,133017.61,105073.18,2785.08,Tonelada,63041.26,0.6,4702.4,296445.1
OAXACA,15,CALABACITA,Calabacita italiana (zucchini),511,511,0,Tonelada,10172.36,19.91,6320.33,64292.64
OAXACA,16,CAMOTE,Camote s/clasificar,89,89,0,Tonelada,874.1,9.82,2780.64,2430.56
OAXACA,17,CAÑA DE AZÚCAR,Caña de azúcar industrial,67290,62093,0,Tonelada,3767476.19,60.67,762.4,2872311.05
OAXACA,18,CAÑA DE AZÚCAR,Caña de azúcar industrial orgánico,18,18,0,Tonelada,967.73,53.76,980,948.38
OAXACA,19,CAÑA DE AZÚCAR FRUTA,Caña de azúcar fruta s/clasificar,30,17.5,0,Tonelada,621,35.49,1966.88,1221.43
OAXACA,20,CAÑA DE AZÚCAR PILONCILLO,Caña de azúcar piloncillo s/clasificar,522,519,0,Tonelada,15791.44,30.43,1186.46,18735.88
OAXACA,21,CEBADA GRANO,Cebada grano s/clasificar,176,162.75,13.25,Tonelada,263.2,1.62,4282.4,1127.13
OAXACA,22,CEBOLLA,Cebolla blanca,66.18,66.18,0,Tonelada,1138.1,17.2,7165.3,8154.83
OAXACA,23,CHÍCHARO,Chícharo s/clasificar,412.9,412.9,0,Tonelada,290.49,0.7,7184.59,2087.05
OAXACA,24,CHILE SECO,Chile seco ancho,83.25,83.25,0,Tonelada,30.89,0.37,64477.36,1991.71
OAXACA,25,CHILE SECO,Chile seco costeño,865.9,865.9,0,Tonelada,431.24,0.5,69929.62,30156.45
OAXACA,26,CHILE SECO,Chile seco pasilla,546.5,546.5,0,Tonelada,359.69,0.66,58262.05,20956.28
OAXACA,27,CHILE SECO,Chile seco tabaquero,161,161,0,Tonelada,104.2,0.65,169416.5,17653.2
OAXACA,28,CHILE VERDE,Chile verde de agua,248.45,248.45,0,Tonelada,1679.19,6.76,12566.53,21101.59
OAXACA,29,CHILE VERDE,Chile verde habanero,9,4.5,4.5,Tonelada,18,4,15100,271.8
OAXACA,30,CHILE VERDE,Chile verde serrano,6,6,0,Tonelada,58.2,9.7,13452,782.91
OAXACA,31,CHILE VERDE,Chile verde soledad,599.5,565.5,34,Tonelada,3545.89,6.27,11583.87,41075.13
OAXACA,32,CILANTRO,Cilantro s/clasificar,15.4,15.4,0,Tonelada,92.19,5.99,2674.03,246.52
OAXACA,33,CIRUELA,Ciruela del país,176,176,0,Tonelada,438.38,2.49,4531.47,1986.5
OAXACA,34,COCO FRUTA,Coco fruta s/clasificar,1362.5,1328,0,Tonelada,17480.79,13.16,2556.62,44691.78
OAXACA,35,COL (REPOLLO),Col (repollo) blanca,17.75,17.75,0,Tonelada,337.31,19,1646.33,555.32
OAXACA,36,COPRA,Copra s/clasificar,8206.75,8070,0,Tonelada,8772.83,1.09,7111.85,62391.07
OAXACA,37,DURAZNO,Durazno criollo,914,904,0,Tonelada,2517.78,2.79,7293.38,18363.13
OAXACA,38,DURAZNO,Durazno diamante,305.8,221.7,0,Tonelada,714.39,3.22,8732.99,6238.76
OAXACA,39,EJOTE,Ejote s/clasificar,80.95,80.95,0,Tonelada,784.67,9.69,6752.89,5298.79
OAXACA,40,FRESA,Fresa s/clasificar,7.5,7.5,0,Tonelada,172.5,23,25337.18,4370.66
OAXACA,41,FRIJOL,Frijol negro jamapa,4194,4114,80,Tonelada,3167.12,0.77,11265.47,35679.08
OAXACA,42,FRIJOL,Frijol otros negros,36585.39,33934.24,2651.15,Tonelada,24048.26,0.71,10699.6,257306.7
OAXACA,43,GARBANZO GRANO,Garbanzo grano blanco,218,218,0,Tonelada,202.18,0.93,9201.71,1860.4
OAXACA,44,GLADIOLA (GRUESA),Gladiola (gruesa) s/clasificar,13,13,0,Gruesa,5939,456.85,317.39,1884.97
OAXACA,45,GRANADA,Granada china,202,186,0,Tonelada,1284.68,6.91,11062.8,14212.16
OAXACA,46,HABA GRANO,Haba grano s/clasificar,30,30,0,Tonelada,32.81,1.09,6947.89,227.96
OAXACA,47,HULE HEVEA,Hule hevea s/clasificar,4006.5,2766.5,0,Tonelada,6592.81,2.38,11938.87,78710.72
OAXACA,48,JAMAICA,Jamaica s/clasificar,1532,1532,0,Tonelada,516.77,0.34,74139.8,38313.22
OAXACA,49,JENJIBRE,Jenjibre s/clasificar,145,145,0,Tonelada,1319.5,9.1,16812.46,22184.04
OAXACA,50,LIMÓN,Limón agrio (mexicano),6360.72,6128.22,0,Tonelada,78659.75,12.84,5749.64,452265.54
OAXACA,51,LIMÓN,Limón persa,14625.9,13804.9,0,Tonelada,195903.75,14.19,5863.17,1148616.59
OAXACA,52,LITCHI,Litchi s/clasificar,541.6,8.5,0,Tonelada,11.48,1.35,28338.46,325.33
OAXACA,53,MAÍZ FORRAJERO EN VERDE,Maíz forrajero en verde s/clasificar,523.65,523.65,0,Tonelada,19132.07,36.54,441.14,8439.85
OAXACA,54,MAÍZ GRANO,Maíz grano blanco,518332.9,512764.4,5568.5,Tonelada,700625.38,1.37,3816.78,2674132.21
OAXACA,55,MAMEY,Mamey s/clasificar,40,40,0,Tonelada,272.37,6.81,7112.4,1937.2
OAXACA,56,MANGO,Mango ataulfo,4404.75,3796.75,0,Tonelada,30578.17,8.05,4472.81,136770.43
OAXACA,57,MANGO,Mango ataulfo orgánico,10,10,0,Tonelada,64.3,6.43,7442.16,478.53
OAXACA,58,MANGO,Mango criollo,4968,4904.5,0,Tonelada,43036.14,8.77,1530.94,65885.56
OAXACA,59,MANGO,Mango diplomático,150,150,0,Tonelada,1143.6,7.62,2008.67,2297.12
OAXACA,60,MANGO,Mango haden,213.5,213.5,0,Tonelada,2261.23,10.59,4134.12,9348.19
OAXACA,61,MANGO,Mango haden orgánico,4,4,0,Tonelada,25.31,6.33,7286.37,184.42
OAXACA,62,MANGO,Mango kent,121,0,0,Tonelada,0,0,0,0
OAXACA,63,MANGO,Mango kent orgánico,3,3,0,Tonelada,19.58,6.53,8339.9,163.3
OAXACA,64,MANGO,Mango manila,929.5,789.5,0,Tonelada,6215.32,7.87,3771.37,23440.27
OAXACA,65,MANGO,Mango manililla,503,503,0,Tonelada,3707.92,7.37,3724.3,13809.42
OAXACA,66,MANGO,Mango obo,117,117,0,Tonelada,513.7,4.39,2137.7,1098.13
OAXACA,67,MANGO,Mango oro,4148.5,4148.5,0,Tonelada,38225.96,9.21,4170.44,159418.92
OAXACA,68,MANGO,Mango tommy atkins,3431.5,2917.5,0,Tonelada,22475.13,7.7,4982.37,111979.34
OAXACA,69,MANGO,Mango tommy atkins orgánico,18,18,0,Tonelada,134.28,7.46,8709.02,1169.45
OAXACA,70,MANZANA,Manzana criolla,631.25,607.5,0,Tonelada,1923.09,3.17,6587.47,12668.3
OAXACA,71,MANZANA,Manzana golden delicious,29,19.5,0,Tonelada,22.8,1.17,8434.21,192.3
OAXACA,72,MANZANA,Manzana red delicious,55.15,50.5,0,Tonelada,147.24,2.92,9607.75,1414.65
OAXACA,73,MANZANA,Manzana starking,17.5,14,0,Tonelada,32.46,2.32,6454.67,209.52
OAXACA,74,MELÓN,Melón cantaloupe,1315.8,1315.8,0,Tonelada,16882,12.83,4365.43,73697.26
OAXACA,75,MEMBRILLO,Membrillo s/clasificar,20,20,0,Tonelada,44.2,2.21,3167.39,140
OAXACA,76,MORINGA,Moringa orgánico,6,6,0,Tonelada,4,0.67,10000,40
OAXACA,77,NANCHE,Nanche s/clasificar,10,10,0,Tonelada,25,2.5,4288,107.2
OAXACA,78,NARANJA,Naranja criolla,410,410,0,Tonelada,3392.36,8.27,1997.19,6775.2
OAXACA,79,NARANJA,Naranja valencia,4182.1,4150.1,0,Tonelada,51046.08,12.3,2305.77,117700.27
OAXACA,80,NARDO (GRUESA),Nardo (gruesa) s/clasificar,61.4,61.4,0,Gruesa,20181.1,328.68,169.98,3430.29
OAXACA,81,NOCHEBUENA (PLANTA),Noche buena (planta) invernadero,0.41,0.41,0,Planta,13652.75,33299.39,37.77,515.66
OAXACA,82,NOPALITOS,Nopalitos s/clasificar,142,127.45,0,Tonelada,1351.48,10.6,5635,7615.59
OAXACA,83,NUEZ,Nuez de castilla s/clasificar,30,30,0,Tonelada,18.07,0.6,14081.08,254.45
OAXACA,84,NUEZ,Nuez encarcelada (pecanera),124.5,124.5,0,Tonelada,343.7,2.76,15766.05,5418.79
OAXACA,85,ORÉGANO,Orégano s/clasificar,22.3,21,0,Tonelada,22.85,1.09,17405.05,397.71
OAXACA,86,PAPA,Papa criolla,127,91,36,Tonelada,866.09,9.52,4421.69,3829.58
OAXACA,87,PAPAYA,Papaya maradol,2746.75,2701.75,0,Tonelada,288159.6,106.66,5385.26,1551813.47
OAXACA,88,PASTOS Y PRADERAS,Pastos y praderas bermuda,146350.94,146350.94,0,Tonelada,5526278.64,37.76,343.89,1900438.27
OAXACA,89,PASTOS Y PRADERAS,Pastos y praderas estrella,40118,40074,0,Tonelada,793649.55,19.8,271.95,215836.56
OAXACA,90,PASTOS Y PRADERAS,Pastos y praderas guinea,37894,37889,0,Tonelada,659120.63,17.4,303.31,199917.85
OAXACA,91,PASTOS Y PRADERAS,Pastos y praderas llanero,192343,192306,0,Tonelada,6789666.45,35.31,309.25,2099702.24
OAXACA,92,PASTOS Y PRADERAS,Pastos y praderas maralfalfa,434,434,0,Tonelada,10500,24.19,257.72,2706.05
OAXACA,93,PEPINO,Pepino americano chino,51.25,51.25,0,Tonelada,578.1,11.28,6421.62,3712.34
OAXACA,94,PERA,Pera s/clasificar,105.25,99.5,0,Tonelada,236.1,2.37,3380.45,798.13
OAXACA,95,PIMIENTA,Pimienta verde,15,15,0,Tonelada,6.05,0.4,31019.37,187.67
OAXACA,96,PIÑA,Piña cayena lisa,1450,1450,0,Tonelada,96095,66.27,2946.99,283191.26
OAXACA,97,PIÑA,Piña criolla,27,24.5,0,Tonelada,481.59,19.66,3971.27,1912.52
OAXACA,98,PIÑA,Piña md2 hibrido,530,530,0,Tonelada,33860,63.89,3813.13,129112.65
OAXACA,99,PITAYA,Pitaya criolla,1090,881,0,Tonelada,1819.35,2.07,15470.89,28146.95
OAXACA,100,PLÁTANO,Plátano criollo,272.5,257.5,0,Tonelada,4156.87,16.14,2814.76,11700.59
OAXACA,101,PLÁTANO,Plátano enano gigante,260,260,0,Tonelada,14820,57,2715,40236.3
OAXACA,102,PLÁTANO,Plátano macho,2470.5,2466.5,0,Tonelada,37961.64,15.39,3871.39,146964.42
OAXACA,103,PLÁTANO,Plátano manzano,192.7,192.2,0,Tonelada,1031.4,5.37,6003.93,6192.46
OAXACA,104,PLÁTANO,Plátano morado,104.5,104.5,0,Tonelada,587,5.62,5008.14,2939.78
OAXACA,105,PLÁTANO,Plátano pera,71,71,0,Tonelada,368.1,5.18,4258.19,1567.44
OAXACA,106,PLÁTANO,Plátano tabasco,248,248,0,Tonelada,7451.4,30.05,3334.67,24847.92
OAXACA,107,RAMBUTÁN,Rambután exportación,11.5,11.5,0,Tonelada,77.05,6.7,29596.12,2280.38
OAXACA,108,RAMBUTÁN,Rambután s/clasificar,11.5,11.5,0,Tonelada,73.3,6.37,28960.06,2122.77
OAXACA,109,ROSA (GRUESA),Rosa (gruesa) s/clasificar,12.4,12.4,0,Gruesa,8589.87,692.73,203.94,1751.78
OAXACA,110,SANDÍA,Sandía cambray (sangría),1221,1221,0,Tonelada,24883.15,20.38,4051.21,100806.91
OAXACA,111,SANDÍA,Sandía charleston (gray),139.5,139.5,0,Tonelada,1286.95,9.23,3425.83,4408.87
OAXACA,112,SANDÍA,Sandía verde (jubilie),700.7,700.7,0,Tonelada,16191.15,23.11,3820.72,61861.78
OAXACA,113,SEMILLA DE CAÑA DE AZÚCAR,Semilla de caña de azúcar s/clasificar,1901,1379,0,Tonelada,105568.2,76.55,649.74,68591.91
OAXACA,114,SORGO FORRAJERO EN VERDE,Sorgo forrajero en verde s/clasificar,245.4,245.4,0,Tonelada,6401.87,26.09,468.62,3000.04
OAXACA,115,SORGO GRANO,Sorgo grano s/clasificar,20965,19952.5,1012.5,Tonelada,62714.35,3.14,3942.78,247268.73
OAXACA,116,STEVIA,Stevia orgánico,4,4,0,Tonelada,19.2,4.8,28000,537.6
OAXACA,117,TAMARINDO,Tamarindo s/clasificar,192.5,192.5,0,Tonelada,536.39,2.79,2911.12,1561.5
OAXACA,118,TÉ LIMÓN,Té limón orgánico,6,6,0,Tonelada,6,1,6250,37.5
OAXACA,119,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) cherry,3.5,3.5,0,Tonelada,19.95,5.7,6540,130.47
OAXACA,120,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette,340.9,339.9,1,Tonelada,6452.35,18.98,6139.82,39616.29
OAXACA,121,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero,522.28,522.28,0,Tonelada,97084.45,185.89,6554.73,636362.18
OAXACA,122,TOMATE VERDE,Tomate verde s/clasificar,293.8,293.8,0,Tonelada,3379.71,11.5,7491.28,25318.35
OAXACA,123,TORONJA (POMELO),Toronja (pomelo) ruby red,125,125,0,Tonelada,959,7.67,1630,1563.17
OAXACA,124,TRIGO FORRAJERO VERDE,Trigo forrajero verde s/clasificar,64.4,64.4,0,Tonelada,768.5,11.93,574.83,441.76
OAXACA,125,TRIGO GRANO,Trigo grano cristalino,19.5,19.5,0,Tonelada,29.57,1.52,4336.95,128.24
OAXACA,126,TRIGO GRANO,Trigo grano suave,13038.4,13038.4,0,Tonelada,13414.38,1.03,4302.68,57717.82
OAXACA,127,TUNA,Tuna amarilla,38.5,38.5,0,Tonelada,40,1.04,4581.25,183.25
OAXACA,128,TUNA,Tuna roja,64.4,49,0,Tonelada,244.47,4.99,4887.3,1194.8
OAXACA,129,VAINILLA,Vainilla verde,117,115,0,Tonelada,59.34,0.52,120597.67,7156.27
OAXACA,130,ZAPOTE,Zapote chico (chico zapote),185.5,181.5,0,Tonelada,1167.02,6.43,4696.98,5481.46
OAXACA,131,ZAPOTE,Zapote negro,32,32,0,Tonelada,238.46,7.45,1957.78,466.85
OAXACA,132,ZEMPOALXOCHITL,Zempoalxochitl s/clasificar,47.25,47.25,0,Tonelada,325.65,6.89,7283.82,2371.98
PUEBLA,1,ACELGA,Acelga s/clasificar,335.2,335.2,0,Tonelada,6717.96,20.04,2039.81,13703.36
PUEBLA,2,AGAVE,Agave mezcalero,670.5,260.5,0,Tonelada,23646,90.77,1707.47,40374.89
PUEBLA,3,AGUACATE,Aguacate criollo,1085.6,1039.6,0,Tonelada,6126.31,5.89,7650.21,46867.54
PUEBLA,4,AGUACATE,Aguacate fuerte,39.5,39.5,0,Tonelada,303.4,7.68,6477.03,1965.13
PUEBLA,5,AGUACATE,Aguacate hass,2028.5,1302.2,0,Tonelada,10412.14,8,11564.98,120416.17
PUEBLA,6,AJO,Ajo blanco,513.6,513.6,0,Tonelada,4167.53,8.11,17133.06,71402.54
PUEBLA,7,AJO,Ajo morado,89,89,0,Tonelada,646.2,7.26,8730.04,5641.35
PUEBLA,8,AJONJOLÍ,Ajonjolí s/clasificar,90,90,0,Tonelada,90,1,13200,1188
PUEBLA,9,ALBAHACA,Albahaca s/clasificar,60,60,0,Tonelada,286,4.77,7478.32,2138.8
PUEBLA,10,ALBRICIA,Albricia s/clasificar,185.5,185.5,0,Tonelada,3312.57,17.86,1897.63,6286.04
PUEBLA,11,ALCACHOFA,Alcachofa s/clasificar,27,27,0,Tonelada,383.4,14.2,3500,1341.9
PUEBLA,12,ALFALFA VERDE,Alfalfa verde s/clasificar,18735.35,18735.35,0,Tonelada,1501133.38,80.12,470.17,705783.2
PUEBLA,13,ALHELÍ,Alhelí s/clasificar,366.8,366.8,0,Tonelada,2889.02,7.88,4157.61,12011.43
PUEBLA,14,ALHELÍ (MANOJO),Alhelí (manojo) s/clasificar,46,46,0,Manojo,82800,1800,30.11,2493.11
PUEBLA,15,AMARANTO,Amaranto s/clasificar,1975.1,1975.1,0,Tonelada,2780.67,1.41,5638.56,15678.99
PUEBLA,16,APIO,Apio s/clasificar,150.5,150.5,0,Tonelada,6307.79,41.91,4150.52,26180.64
PUEBLA,17,ARÁNDANO,Arándano azul (blueberry),220.3,133,0,Tonelada,849,6.38,15857.84,13463.31
PUEBLA,18,ARÁNDANO,Arándano moras,9,9,0,Tonelada,36,4,12200,439.2
PUEBLA,19,ÁRBOL DE NAVIDAD (PLANTA),Árbol de navidad (planta) s/clasificar,329.05,117.35,0,Planta,92912.35,791.75,194.38,18060.71
PUEBLA,20,ARVEJÓN,Arvejón s/clasificar,895.49,895.49,0,Tonelada,1457.71,1.63,7519.01,10960.53
PUEBLA,21,ASTER (MANOJO),Aster (manojo) s/clasificar,5.5,5.5,0,Manojo,175615,31930,10,1756.15
PUEBLA,22,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,8704.1,8689.1,15,Tonelada,116956.63,13.46,554.48,64850.12
PUEBLA,23,AVENA GRANO,Avena grano s/clasificar,211,204,7,Tonelada,389.7,1.91,5387.87,2099.65
PUEBLA,24,BAMBÚ,Bambú s/clasificar,356.5,309.5,0,Tonelada,3828.05,12.37,2045.92,7831.88
PUEBLA,25,BERENJENA,Berenjena s/clasificar,5,5,0,Tonelada,60,12,8000,480
PUEBLA,26,BETABEL,Betabel s/clasificar,407.62,407.62,0,Tonelada,8622.09,21.15,3675.36,31689.26
PUEBLA,27,BRÓCOLI,Brócoli s/clasificar,2565.68,2565.68,0,Tonelada,47091.47,18.35,4544.2,213992.98
PUEBLA,28,CACAHUATE,Cacahuate s/clasificar,6588,6588,0,Tonelada,7775.52,1.18,9595.4,74609.24
PUEBLA,29,CAFÉ CEREZA,Café cereza orgánico,706,688,0,Tonelada,517.2,0.75,9043.05,4677.07
PUEBLA,30,CAFÉ CEREZA,Café cereza s/clasificar,69732.4,62268,0,Tonelada,128478.15,2.06,6893.36,885645.98
PUEBLA,31,CALABACITA,Calabacita criolla,350.02,350.02,0,Tonelada,4508.25,12.88,4571.43,20609.15
PUEBLA,32,CALABACITA,Calabacita italiana (zucchini),4137.8,4137.8,0,Tonelada,57545.06,13.91,4509.99,259527.71
PUEBLA,33,CALABAZA,Calabaza criolla,271.5,271.5,0,Tonelada,3081.92,11.35,4253.43,13108.74
PUEBLA,34,CALABAZA,Calabaza de castilla,4.5,4.5,0,Tonelada,21.6,4.8,5000,108
PUEBLA,35,CALABAZA SEMILLA O CHIHUA,Calabaza semilla o chihua s/clasificar,1393.44,1393.44,0,Tonelada,750.19,0.54,31149.41,23367.98
PUEBLA,36,CAMOTE,Camote s/clasificar,233.2,233.2,0,Tonelada,2994.9,12.84,2838.61,8501.36
PUEBLA,37,CAÑA DE AZÚCAR,Caña de azúcar industrial,15472.5,14984.5,0,Tonelada,1761493.8,117.55,669.19,1178765.51
PUEBLA,38,CAÑA DE AZÚCAR FRUTA,Caña de azúcar fruta s/clasificar,276.5,276.5,0,Tonelada,13399.4,48.46,427.02,5721.82
PUEBLA,39,CAÑA DE AZÚCAR PILONCILLO,Caña de azúcar piloncillo s/clasificar,69,69,0,Tonelada,991.7,14.37,732.47,726.39
PUEBLA,40,CAPULÍN,Capulín s/clasificar,20,16,0,Tonelada,67.74,4.23,1676.47,113.56
PUEBLA,41,CEBADA FORRAJERA EN VERDE,Cebada forrajera en verde s/clasificar,202,202,0,Tonelada,3036.92,15.03,596.73,1812.23
PUEBLA,42,CEBADA GRANO,Cebada grano s/clasificar,31559.8,31559.8,0,Tonelada,84615.32,2.68,3906.75,330571.17
PUEBLA,43,CEBOLLA,Cebolla blanca,4043.3,4043.3,0,Tonelada,88125.98,21.8,4271.23,376405.98
PUEBLA,44,CEBOLLA,Cebolla cambray,210,210,0,Tonelada,3581.72,17.06,5595.19,20040.41
PUEBLA,45,CEBOLLA,Cebollín chino,802.63,802.63,0,Tonelada,9352,11.65,4840.79,45271.11
PUEBLA,46,CEREZA,Cereza guinda,10,10,0,Tonelada,48.62,4.86,69500,3379.09
PUEBLA,47,CHABACANO,Chabacano s/clasificar,53.5,53.5,0,Tonelada,285.11,5.33,4093.67,1167.15
PUEBLA,48,CHAYOTE,Chayote s/clasificar,41.8,41.8,0,Tonelada,213.24,5.1,5586.9,1191.35
PUEBLA,49,CHÍA,Chía s/clasificar,390,390,0,Tonelada,326.3,0.84,22930.43,7482.2
PUEBLA,50,CHÍCHARO,Chícharo s/clasificar,2404.37,2404.37,0,Tonelada,11158.35,4.64,7588.32,84673.18
PUEBLA,51,CHILE SECO,Chile seco ancho,324,324,0,Tonelada,213.3,0.66,126102.72,26897.71
PUEBLA,52,CHILE VERDE,Chile verde guajillo,5,5,0,Tonelada,50,10,4900,245
PUEBLA,53,CHILE VERDE,Chile verde jalapeño,48.5,48.5,0,Tonelada,1248.83,25.75,8207.54,10249.83
PUEBLA,54,CHILE VERDE,Chile verde manzano,165,165,0,Tonelada,1700,10.3,7173.41,12194.79
PUEBLA,55,CHILE VERDE,Chile verde morrón (bell pepper),23,23,0,Tonelada,64.7,2.81,14949.24,967.22
