Año,IdCiclo,Ciclo,Ciclo corto,Ciclo-Año,IdTecnologia,Tecnología,IdModalidad,Modalidad,IdEstado,Estado,IdZona,Zona,IdCultivo,Cultivo,IdEstatus,Estatus,Inicio de siembra,Fin de siembra,Inicio de cosecha,Fin de cosecha,Rendimiento pesimista,Rendimiento optimista,Rendimiento probable,Precio pesimista,Precio optimista,Precio probable,Ingreso probable,Subsidios,TotalFinanciable,TotalNoFinanciable,AportacionN1,AportacionN2,TasaN1,TasaN2,Fecha de termino del prestamo,InicioMinistracion1,FinMinistracion1,InicioMinistracion2,FinMinistracion2,InicioMinistracion3,FinMinistracion3,InicioMinistracion4,FinMinistracion4,Usuario que elabora,Usuario que autoriza,TotalCreditoMenorUDIS,TotalAportacionMenorUDIS,TotalInteresesMenorUDIS,TotalMenorUDIS,TotalCreditoMayorUDIS,TotalAportacionMayorUDIS,TotalInteresesMayorUDIS,TotalMayorUDIS,CostoTotal,UtilidadProbable,CostoUnitario,PuntoEquilibrio,TierraCompaVenta,RentaHA,RentaCiclo,Jornales,AvioInteres,CostoDirecto,IdCapitulo1,Capitulo1,SubTotalFinanciable1,SubTotalNoFinanciable1,Subtotal1,Jornales1,IdCapitulo2,Capitulo2,SubTotalFinanciable2,SubTotalNoFinanciable2,Subtotal2,Jornales2,IdCapitulo3,Capitulo3,SubTotalFinanciable3,SubTotalNoFinanciable3,Subtotal3,Jornales3,IdCapitulo4,Capitulo4,SubTotalFinanciable4,SubTotalNoFinanciable4,Subtotal4,Jornales4,IdCapitulo5,Capitulo5,SubTotalFinanciable5,SubTotalNoFinanciable5,Subtotal5,Jornales5,IdCapitulo6,Capitulo6,SubTotalFinanciable6,SubTotalNoFinanciable6,Subtotal6,Jornales6,IdCapitulo7,Capitulo7,SubTotalFinanciable7,SubTotalNoFinanciable7,Subtotal7,Jornales7,IdCapitulo8,Capitulo8,SubTotalFinanciable8,SubTotalNoFinanciable8,Subtotal8,Jornales8,IdCapitulo9,Capitulo9,SubTotalFinanciable9,SubTotalNoFinanciable9,Subtotal9,Jornales9
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,2,BAJA CALIFORNIA NTE,57,AGENCIAS DE BAJA CALIFORNIA,370,DÁTIL PRE PRODUCTIVO AÑO 3,3,Autorizado,01/03/20,31/03/20,15/10/20,30/11/20,0.0001,0.0001,0.000000001,46436,60000,56432,0.000056432,,30397.36614,89.87989418,0.14,0.2,0.14,0.14,31/12/20,01/01/20,01/05/20,01/06/20,01/12/20,,,,,Sergio Enríquez Ramirez,José Luis Alcantar Figueroa,26130,4267.366138,2902.633572,33389.8796,24310,6087.366138,2700.124253,33187.37028,33187.37028,-33187.37023,3.31874E+13,0.58809488,5000000,9000,9000,12.85,0.478631348,0.538654773,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,1998,0,1998,0,4,LABORES CULTURALES,2653.366138,89.87989418,2743.246032,9.15,5,RIEGOS,3875,0,3875,2.5,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",2031,0,2031,1.2,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,19840,0,19840,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,2,BAJA CALIFORNIA NTE,57,AGENCIAS DE BAJA CALIFORNIA,371,DÁTIL PRE PRODUCTIVO AÑO 4,3,Autorizado,01/03/20,31/03/20,15/10/20,30/11/20,0.0001,0.0001,0.000000001,46436,60000,56432,0.000056432,,30069.36614,89.87989418,0.14,0.2,0.14,0.14,31/12/20,01/01/20,01/05/20,01/06/20,01/12/20,,,,,Sergio Enríquez Ramirez,José Luis Alcantar Figueroa,25850,4219.366138,2879.267945,33038.51398,24050,6019.366138,2678.388787,32837.63482,32837.63482,-32837.63476,3.28376E+13,0.581897413,5000000,9000,9000,12.85,0.473638871,0.532842468,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,1670,0,1670,0,4,LABORES CULTURALES,2653.366138,89.87989418,2743.246032,9.15,5,RIEGOS,3875,0,3875,2.5,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",2031,0,2031,1.2,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,19840,0,19840,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,2,BAJA CALIFORNIA NTE,57,AGENCIAS DE BAJA CALIFORNIA,372,DÁTIL MANTENIMIENTO AÑO 5,3,Autorizado,01/01/20,31/01/20,15/10/20,30/11/20,6,8,7.8,46436,60000,56432,440169.6,,164428.3661,89.87989418,0.1,0.2,0.14,0.14,31/12/20,01/01/20,01/05/20,01/06/20,01/12/20,,,,,Sergio Enríquez Ramirez,José Luis Alcantar Figueroa,147970,16458.36614,16220.24103,180738.4871,131540,32888.36614,14417.99203,178936.2381,178936.2381,261233.3619,22940.54334,3.170829282,5000000,9000,9000,212.65,2.586440176,2.913743375,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,79510,0,79510,0,4,LABORES CULTURALES,31723.36614,89.87989418,31813.24603,114.55,5,RIEGOS,3775,0,3775,2.1,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",12520,0,12520,6,7,"COSECHA, SELECCIÓN Y EMPAQUE",19800,0,19800,90,0,,0,0,0,0,9,DIVERSOS,17100,0,17100,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,2,BAJA CALIFORNIA NTE,57,AGENCIAS DE BAJA CALIFORNIA,373,DÁTIL MANTENIMIENTO AÑO 6,3,Autorizado,01/01/20,31/01/20,15/10/20,30/11/20,6,8,7.8,46436,60000,56432,440169.6,,164428.3661,89.87989418,0.1,0.2,0.14,0.14,31/12/20,01/01/20,01/05/20,01/06/20,01/12/20,,,,,Sergio Enríquez Ramirez,José Luis Alcantar Figueroa,147970,16458.36614,16220.24103,180738.4871,131540,32888.36614,14417.99203,178936.2381,178936.2381,261233.3619,22940.54334,3.170829282,5000000,9000,9000,212.65,2.586440176,2.913743375,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,79510,0,79510,0,4,LABORES CULTURALES,31723.36614,89.87989418,31813.24603,114.55,5,RIEGOS,3775,0,3775,2.1,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",12520,0,12520,6,7,"COSECHA, SELECCIÓN Y EMPAQUE",19800,0,19800,90,0,,0,0,0,0,9,DIVERSOS,17100,0,17100,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,2,BAJA CALIFORNIA NTE,57,AGENCIAS DE BAJA CALIFORNIA,374,DÁTIL MANTENIMIENTO AÑO 7,3,Autorizado,01/01/20,31/01/20,15/10/20,30/11/20,8,12,10.92,46436,60000,56432,616237.44,,174793.3661,89.87989418,0.1,0.2,0.14,0.14,31/12/20,01/01/20,01/05/20,01/06/20,01/12/20,,,,,Sergio Enríquez Ramirez,José Luis Alcantar Figueroa,157300,17493.36614,17273.58178,192156.8278,139830,34963.36614,15354.29492,190237.541,190237.541,425999.899,17421.02023,3.371093368,5000000,9000,9000,212.65,2.749934344,3.097415759,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,89875,0,89875,0,4,LABORES CULTURALES,31723.36614,89.87989418,31813.24603,114.55,5,RIEGOS,3775,0,3775,2.1,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",12520,0,12520,6,7,"COSECHA, SELECCIÓN Y EMPAQUE",19800,0,19800,90,0,,0,0,0,0,9,DIVERSOS,17100,0,17100,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,2,BAJA CALIFORNIA NTE,57,AGENCIAS DE BAJA CALIFORNIA,375,DÁTIL MANTENIMIENTO AÑO 8,3,Autorizado,01/01/20,31/01/20,15/10/20,30/11/20,12,15,14.04,46436,60000,56432,792305.28,,174493.3661,89.87989418,0.1,0.2,0.14,0.14,31/12/20,01/01/20,01/05/20,01/06/20,01/12/20,,,,,Sergio Enríquez Ramirez,José Luis Alcantar Figueroa,157030,17463.36614,17240.57678,191823.8228,139590,34903.36614,15324.95714,189908.2032,189908.2032,602397.0768,13526.2253,3.365257357,5000000,9000,9000,212.65,2.74516156,3.092099627,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,89575,0,89575,0,4,LABORES CULTURALES,31723.36614,89.87989418,31813.24603,114.55,5,RIEGOS,3775,0,3775,2.1,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",12520,0,12520,6,7,"COSECHA, SELECCIÓN Y EMPAQUE",19800,0,19800,90,0,,0,0,0,0,9,DIVERSOS,17100,0,17100,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,3,BAJA CALIFORNIA SUR,141,VALLE DE SANTO DOMINGO,126,ESPÁRRAGO MANTENIMIENTO,3,Autorizado,01/01/20,29/02/20,01/09/20,31/12/20,6.5,8.5,7.5,74000,78000,76000,570000,,213313.9,56865,0.1,0.2,0.11,0.13,31/03/21,01/01/20,01/04/20,01/05/20,01/08/20,01/09/20,01/12/20,,,Ismael Valenzuela Martínez,Mario Corona Albarrán,191980,21333.9,19621.54945,289800.4494,170630,42683.9,20612.53679,290791.4368,290791.4368,279208.5632,38772.19157,3.826203116,130000,16000,16000,245,2.516349168,2.806761842,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,43620,0,43620,0,4,LABORES CULTURALES,2085,0,2085,8,5,RIEGOS,21155,0,21155,12,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",25053.9,0,25053.9,0,7,"COSECHA, SELECCIÓN Y EMPAQUE",108945,0,108945,225,8,COMERCIALIZACIÓN,0,56865,56865,0,9,DIVERSOS,12455,0,12455,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,121,VID UVA MANTENIMIENTO,3,Autorizado,01/01/20,31/01/20,01/08/20,31/08/20,4,8,6,22500,27500,25000,150000,0,58893.30718,7222.132458,0.1,0.2,0.1257,0.1257,31/12/20,20/01/20,20/12/20,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,53000,5893.307176,6403.498736,72518.93837,47110,11783.30718,5691.998876,71807.43851,71807.43851,78192.56149,11967.90642,2.87229754,250000,30000,30000,52.95,2.112079955,2.355732287,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,5630.064213,185.4666667,5815.53088,0.1,4,LABORES CULTURALES,7515.016853,277.8666667,7792.88352,26.65,5,RIEGOS,7632.97555,4533.199125,12166.17467,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",13740.25056,2225.6,15965.85056,1.2,7,"COSECHA, SELECCIÓN Y EMPAQUE",7175,0,7175,25,0,,0,0,0,0,9,DIVERSOS,17200,0,17200,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,122,ESPÁRRAGO ESTABLECIMIENTO (AÑO 1),3,Autorizado,01/03/20,30/04/20,15/04/22,15/06/22,0.000001,0.00001,0.00001,50000,68000,60000,0.6,,90117.74344,7174.225417,0.1,0.2,0.1257,0.1257,31/12/20,01/01/20,31/03/20,01/04/20,20/06/20,20/07/20,20/12/20,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,81090,9027.743436,7552.583815,104844.5527,72080,18037.74344,6713.407836,104005.3767,104005.3767,-104004.7767,10400537669,1.733422945,250000,30000,30000,12.8,1.313223464,1.501962391,1,PREPARACIÓN DEL TERRENO,4491.829973,836.1066667,5327.93664,0.925,2,SIEMBRA,22832.73237,335.0666667,23167.79904,0.175,3,FERTILIZACIÓN,32273.96,0,32273.96,0,4,LABORES CULTURALES,1260,0,1260,4,5,RIEGOS,10861.8916,4704.785417,15566.67701,7,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",11341.32949,1298.266667,12639.59616,0.7,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,7056,0,7056,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,125,VID ESTABLECIMIENTO,3,Autorizado,01/03/20,31/03/20,01/09/25,30/09/25,0.00001,0.00001,0.00001,22500,27500,25000,0.25,0,382118.982,3554.298333,0.1,0.2,0.1257,0.1257,31/12/20,20/01/20,20/12/20,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,343900,38218.98196,41547.98797,427221.2683,305690,76428.98196,36931.54486,422604.8252,422604.8252,-422604.5752,42260482516,16.90419301,250000,30000,30000,26.975,13.70486179,15.28475928,1,PREPARACIÓN DEL TERRENO,78626.98965,747.9466667,79374.93632,8.775,2,SIEMBRA,269600,0,269600,10,3,FERTILIZACIÓN,91.14,0,91.14,0,4,LABORES CULTURALES,11232,0,11232,8,5,RIEGOS,4100.743885,2435.418333,6536.162218,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",1268.108427,370.9333333,1639.04176,0.2,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,17200,0,17200,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,126,ESPÁRRAGO MANTENIMIENTO,3,Autorizado,01/03/20,30/04/20,15/04/22,15/06/22,7.5,9.5,8.8,50000,68000,60000,528000,,272013.6577,6211.710417,0.1,0.2,0.1257,0.1257,31/12/22,01/01/22,31/05/22,01/06/22,31/07/22,01/08/22,31/12/22,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,244800,27213.65768,26899.75442,305125.1225,217600,54413.65768,23910.89282,302136.2609,302136.2609,225863.7391,34333.66601,5.035604349,250000,30000,30000,46.251,4.025181547,4.533560961,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,32273.96,0,32273.96,0,4,LABORES CULTURALES,1615.786587,208.6583333,1824.44492,2.375,5,RIEGOS,10861.8916,4704.785417,15566.67701,7,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",11341.32949,1298.266667,12639.59616,0.7,7,"COSECHA, SELECCIÓN Y EMPAQUE",116226.38,0,116226.38,36.176,8,COMERCIALIZACIÓN,88138.31,0,88138.31,0,9,DIVERSOS,11556,0,11556,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,255,ESPÁRRAGO ESTABLECIMIENTO (AÑO 2),3,Autorizado,01/03/20,30/04/20,15/04/22,15/06/22,0.00001,0.00001,0.00001,50000,68000,60000,0.6,,63148.96768,6211.710417,0.1,0.2,0.1257,0.1257,31/12/21,01/01/21,01/05/21,01/06/21,31/07/21,01/08/21,31/12/21,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,56820,6328.967676,4945.726024,74306.40412,50500,12648.96768,4396.20091,73756.879,73756.879,-73756.279,7375687900,1.229281317,250000,30000,30000,10.075,0.914936682,1.052482795,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,32273.96,0,32273.96,0,4,LABORES CULTURALES,1615.786587,208.6583333,1824.44492,2.375,5,RIEGOS,10861.8916,4704.785417,15566.67701,7,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",11341.32949,1298.266667,12639.59616,0.7,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,7056,0,7056,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,286,MANZANO ESTABLECIMIENTO,3,Autorizado,01/01/20,15/02/20,01/08/25,30/09/25,0.000001,0.000001,0.000001,5615,12485,8067,0.008067,,301149.9561,3976.95,0.1,0.2,0.1257,0.1257,31/12/20,01/01/20,31/12/20,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,271030,30119.95613,34542.27641,339669.1825,240910,60239.95613,30704.24569,335831.1518,335831.1518,-335831.1438,3.35831E+11,41.63024071,250000,30000,30000,35.475,33.66979617,37.33109658,1,PREPARACIÓN DEL TERRENO,3164.573653,716.9066667,3881.48032,2.775,2,SIEMBRA,214400,0,214400,32,3,FERTILIZACIÓN,988,0,988,0,4,LABORES CULTURALES,1080.81664,304.16,1384.97664,0.3,5,RIEGOS,3727.948986,2214.016667,5941.965653,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",7788.616853,741.8666667,8530.48352,0.4,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,70000,0,70000,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,342,VID PERIODO PRE-PRODUCTIVO AÑO 1,3,Autorizado,01/03/20,31/03/20,01/09/25,30/09/25,0.00001,0.0001,0.00001,22500,27500,25000,0.25,0,225055.8854,3841.49,0.1,0.2,0.1257,0.1257,31/12/21,01/01/21,31/12/21,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,202550,22505.88543,25743.46757,254640.843,180040,45015.88543,22883.08228,251780.4577,251780.4577,-251780.2077,25178045772,10.07121831,250000,30000,30000,40.4,8.116923291,9.002235417,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,91.14,0,91.14,0,4,LABORES CULTURALES,203841,0,203841,40,5,RIEGOS,5219.128581,3099.623333,8318.751914,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",4704.616853,741.8666667,5446.48352,0.4,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,11200,0,11200,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,343,VID PERIODO PRE-PRODUCTIVO AÑO 2,3,Autorizado,01/03/20,31/03/20,01/09/25,30/09/25,0.0001,0.0001,0.0001,22500,27500,25000,2.5,0,39549.30268,4394.994167,0.1,0.2,0.1257,0.1257,31/12/22,01/01/22,31/12/22,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,35590,3959.302681,4523.926086,48468.22293,31630,7919.302681,4021.267632,47965.56448,47965.56448,-47963.06448,479655644.8,1.918622579,250000,30000,30000,35.4,1.426050705,1.581972107,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,1843.57,0,1843.57,0,4,LABORES CULTURALES,9650,0,9650,35,5,RIEGOS,6151.115827,3653.1275,9804.243327,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",4704.616853,741.8666667,5446.48352,0.4,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,17200,0,17200,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,344,VID PERIODO PRE-PRODUCTIVO AÑO 3,3,Autorizado,01/03/20,31/03/20,01/09/25,30/09/25,0.00001,0.00001,0.00001,22500,27500,25000,0.25,0,39549.30268,4394.994167,0.1,0.2,0.1257,0.1257,31/12/23,31/01/23,31/12/23,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,35590,3959.302681,4151.075035,48095.37188,31630,7919.302681,3689.844475,47634.14132,47634.14132,-47633.89132,4763414132,1.905365653,250000,30000,30000,35.4,1.412793779,1.581972107,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,1843.57,0,1843.57,0,4,LABORES CULTURALES,9650,0,9650,35,5,RIEGOS,6151.115827,3653.1275,9804.243327,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",4704.616853,741.8666667,5446.48352,0.4,0,,0,0,0,0,0,,0,0,0,0,9,DIVERSOS,17200,0,17200,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,345,VID PERIODO PRE-PRODUCTIVO AÑO 4,3,Autorizado,01/03/20,31/03/20,01/09/25,30/09/25,4,8,6,22500,27500,25000,150000,0,298103.9835,7442.332458,0.1,0.2,0.1257,0.1257,31/12/24,01/01/24,31/12/24,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,268290,29813.9835,34192.89954,339739.2155,238480,59623.9835,30393.68848,335940.0044,335940.0044,-185940.0044,55990.00074,13.43760018,250000,30000,30000,53.1,10.75494754,11.92415934,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,5643.084213,185.4666667,5828.55088,0.1,4,LABORES CULTURALES,187688.769,312.6,188001.369,26.7,5,RIEGOS,7632.97555,4533.199125,12166.17467,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",14134.15477,2411.066667,16545.22144,1.3,7,"COSECHA, SELECCIÓN Y EMPAQUE",65805,0,65805,25,0,,0,0,0,0,9,DIVERSOS,17200,0,17200,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,352,GRANADA ROJA ESTABLECIMIENTO,3,Autorizado,20/01/20,30/04/20,01/10/23,15/11/23,0.00001,0.00001,0.00001,11500,13756,13000,0.13,0,139816.773,2721.7228,0.1,0.2,0.1257,0.1257,31/12/20,20/01/20,20/12/20,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,125830,13986.77302,15202.34764,157740.8435,111850,27966.77302,13513.1979,156051.6937,156051.6937,-156051.5637,15605169372,12.00397644,250000,30000,30000,29.975,9.643322916,10.75513639,1,PREPARACIÓN DEL TERRENO,10206.44523,545.1733333,10751.61856,15.575,2,SIEMBRA,75800,0,75800,4,3,FERTILIZACIÓN,4753,0,4753,0,4,LABORES CULTURALES,2310,0,2310,10,5,RIEGOS,44415.71094,1434.6828,45850.39374,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",2331.616853,741.8666667,3073.48352,0.4,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,353,GRANADA ROJA PERIODO PRE-PRODUCTIVO AÑO 1,3,Autorizado,20/01/20,30/04/20,01/10/23,15/11/23,0.00001,0.00001,0.00001,11500,13756,13000,0.13,0,18702.27094,2734.481667,0.1,0.2,0.1257,0.1257,31/12/21,01/01/21,31/12/21,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,16830,1872.270941,2139.296666,23576.04927,14960,3742.270941,1901.597037,23338.34964,23338.34964,-23338.21964,2333834964,1.795257665,250000,30000,30000,20.4,1.297045926,1.438636226,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,8235.5,0,8235.5,0,4,LABORES CULTURALES,4150,0,4150,18,5,RIEGOS,3355.154088,1992.615,5347.769088,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",2961.616853,741.8666667,3703.48352,2.4,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,354,GRANADA ROJA PERIODO PRE-PRODUCTIVO AÑO 2,3,Autorizado,20/01/20,30/04/20,01/10/23,15/11/23,0.00001,0.00001,0.00001,11500,13756,13000,0.13,0,21831.27987,3388.723592,0.1,0.2,0.1257,0.1257,31/12/22,01/01/22,31/12/22,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,19640,2191.279867,2497.21461,27717.21807,17460,4371.279867,2219.74632,27439.74978,27439.74978,-27439.61978,2743974978,2.110749983,250000,30000,30000,24.4,1.51382664,1.679329221,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,9340.9,0,9340.9,0,4,LABORES CULTURALES,5072,0,5072,22,5,RIEGOS,4456.763013,2646.856925,7103.619938,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",2961.616853,741.8666667,3703.48352,2.4,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,355,GRANADA ROJA MANTENIMIENTO,3,Autorizado,20/01/16,30/04/16,01/10/20,15/11/20,9.95,20,14.7,11500,13756,13000,191100,0,40535.14305,3534.944096,0.1,0.2,0.1257,0.1257,31/12/20,01/01/20,31/12/20,,,,,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,36480,4055.143047,4649.431576,48719.51872,32420,8115.143047,4132.828068,48202.91521,48202.91521,142897.0848,3279.109878,3.707916555,250000,30000,30000,57.2,2.811756005,3.118087927,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,8945.5,0,8945.5,0,4,LABORES CULTURALES,10670.77221,101.3866667,10772.15888,42.1,5,RIEGOS,4532.25398,2691.690763,7223.944743,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",2331.616853,741.8666667,3073.48352,0.4,7,"COSECHA, SELECCIÓN Y EMPAQUE",8910,0,8910,14.7,8,COMERCIALIZACIÓN,5145,0,5145,0,0,,0,0,0,0
2020,3,PERENNE,PN,PN - 2020,11,BOMBEO-MEJORADA-FERTILIZADA,4,RIEGO POR GOTEO,6,CHIHUAHUA,143,AGENCIAS DE CHIHUAHUA,356,MANZANO MANTENIMIENTO,3,Autorizado,01/01/15,15/02/15,01/08/20,30/09/20,16.61,22.81,22.148,5615,12485,8067,178667.916,0,134715.2972,10592.95417,0.1,0.2,0.1257,0.1257,31/12/20,01/01/20,31/03/20,01/04/20,31/07/20,01/08/20,31/12/20,,,Victor Manuel Ortiz Núñez,Armando Caldera Orozco,121230,13485.29715,11490.3031,156798.5544,107760,26955.29715,10213.60275,155521.8541,155521.8541,23146.06193,7021.936702,19.27877204,250000,30000,30000,118.25,14.62422248,16.69955338,0,,0,0,0,0,0,,0,0,0,0,3,FERTILIZACIÓN,26067.16713,1854.666667,27921.8338,1,4,LABORES CULTURALES,51090.06896,418.35,51508.41896,65.45,5,RIEGOS,8387.885219,4981.5375,13369.42272,0,6,"CONTROL DE PLAGAS, MALEZAS Y ENFERMEDADES",27247.67584,3338.4,30586.07584,1.8,7,"COSECHA, SELECCIÓN Y EMPAQUE",17500,0,17500,50,8,COMERCIALIZACIÓN,3322.5,0,3322.5,0,9,DIVERSOS,1100,0,1100,0
